timestamp,comment,changes,build_state,tests_passed,tests_run,username_hash,lab
2019-01-11T00:34:19Z,Update README.md,4,passed,2147483647,2147483647,af93541bef68d40dfc5c5a537127a806,lab1
2019-01-10T23:23:30Z,uncomment getGreet method and update readme,6,passed,2147483647,2147483647,af93541bef68d40dfc5c5a537127a806,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,af93541bef68d40dfc5c5a537127a806,lab1
2019-01-16T16:22:24Z,Update README.md,1,passed,2147483647,2147483647,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-16T16:15:41Z,Update README.md,2,passed,2147483647,2147483647,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-16T16:10:17Z,Merge branch 'master' of https://github.com/wwu-csci-145/lab1-FaithStelter,0,passed,2147483647,2147483647,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-16T16:07:37Z,uncomment getGreet method and update readme,2,,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-16T15:47:03Z,Update HelloWorld.java,2,passed,2147483647,2147483647,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-12T19:32:42Z,uncomment getGreet method and update readme,2,,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-12T19:26:50Z,Merge branch 'master' of https://github.com/wwu-csci-145/lab1-FaithStelter,2,,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-12T19:03:19Z,Merge branch 'master' of https://github.com/wwu-csci-145/lab1-FaithStelter,2,failed,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-12T18:46:55Z,Uncomment getGreet method and update readme,2,,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-12T18:33:50Z,Update README.md,2,failed,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-12T03:27:04Z,Update HelloWorld.java,1,failed,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-11T17:58:00Z,Update README.md,2,failed,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-11T17:57:13Z,Update HelloWorld.java,1,failed,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-11T06:24:48Z,Update README.md,4,failed,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,25c0a623017143cc454d8921d67ac2a9,lab1
2019-01-17T20:06:03Z,Update README.md,2,passed,2147483647,2147483647,2f3994d4fa5b76d271754337724a388b,lab1
2019-01-17T20:03:00Z,Update README.md,2,passed,2147483647,2147483647,2f3994d4fa5b76d271754337724a388b,lab1
2019-01-13T21:08:03Z,Update HelloWorld.java,2,passed,2147483647,2147483647,2f3994d4fa5b76d271754337724a388b,lab1
2019-01-11T19:57:25Z,Update README.md,4,failed,-1,-1,2f3994d4fa5b76d271754337724a388b,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,2f3994d4fa5b76d271754337724a388b,lab1
2019-01-11T17:35:36Z,Initial commit,1,,-1,-1,b02673583fb6330b60064133ce6e3b1e,gavin
2019-01-13T20:35:30Z,Uncomment HelloWorld.java,2,passed,2147483647,2147483647,0756218966a3de7f262f33b4941be978,lab1
2019-01-11T23:55:53Z,Update README.md,4,failed,-1,-1,0756218966a3de7f262f33b4941be978,lab1
2019-01-11T23:49:12Z,uncomment getGreet and update readme,3,failed,-1,-1,0756218966a3de7f262f33b4941be978,lab1
2019-01-11T23:26:58Z,Update README.md,2,canceled,-1,-1,0756218966a3de7f262f33b4941be978,lab1
2019-01-11T23:21:07Z,Update HelloWorld.java,3,failed,-1,-1,0756218966a3de7f262f33b4941be978,lab1
2019-01-11T23:17:48Z,uncomment getGreet method and update readme,6,canceled,-1,-1,0756218966a3de7f262f33b4941be978,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,0756218966a3de7f262f33b4941be978,lab1
2019-01-12T22:51:36Z,Update README.md,1,passed,2147483647,2147483647,d9a158e5c75f06b829ebae7dae5d4025,lab1
2019-01-12T22:51:12Z,Update README.md,3,passed,2147483647,2147483647,d9a158e5c75f06b829ebae7dae5d4025,lab1
2019-01-12T22:42:36Z,Uncommented Line 4,6,passed,2147483647,2147483647,d9a158e5c75f06b829ebae7dae5d4025,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,d9a158e5c75f06b829ebae7dae5d4025,lab1
2019-01-12T23:23:28Z,I uncommented the method under getGreeting() and updated the readme file.,6,passed,2147483647,2147483647,41ad9a932b975d878a2b0051ccbc57a4,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,41ad9a932b975d878a2b0051ccbc57a4,lab1
2019-01-12T23:27:05Z,Uncommented line 4 of 'HelloWorld.java',7,passed,2147483647,2147483647,2326907be6a98bf7f28b8416768d419c,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,2326907be6a98bf7f28b8416768d419c,lab1
2019-01-13T00:23:48Z,a summary of the changes,6,passed,2147483647,2147483647,ca25c693fdfcfe7eaf2d8a3ccda3713e,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,ca25c693fdfcfe7eaf2d8a3ccda3713e,lab1
2019-01-13T20:18:09Z,Update README.md,2,passed,2147483647,2147483647,a87288247846018b601b15b544438d20,lab1
2019-01-13T00:44:50Z,uncomment getGreet method and update readme.,5,passed,2147483647,2147483647,a87288247846018b601b15b544438d20,lab1
2019-01-13T00:20:47Z,Update README.md,4,failed,-1,-1,a87288247846018b601b15b544438d20,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,a87288247846018b601b15b544438d20,lab1
2019-01-13T01:58:15Z,uncomment getGreet method and update readme.,6,passed,2147483647,2147483647,1e561fef0632921e83bebd552ebe5e2d,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,1e561fef0632921e83bebd552ebe5e2d,lab1
2019-01-13T02:39:10Z,"Update HelloWorld.java

cghfhfg",2,passed,2147483647,2147483647,dcb2433644d749fd8d8a162b9477c950,lab1
2018-12-25T06:38:12Z,lab 1 template,364,canceled,-1,-1,dcb2433644d749fd8d8a162b9477c950,lab1
2019-01-13T23:18:25Z,Updating of readme and java file,6,passed,2147483647,2147483647,d201efa9c4ba772471f906cf03d6357d,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,d201efa9c4ba772471f906cf03d6357d,lab1
2019-01-14T23:46:58Z,Update README.md,1,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab1
2019-01-14T23:46:42Z,Update README.md,5,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab1
2019-01-14T06:10:57Z,Update README.md,2,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab1
2019-01-14T06:10:46Z,Update README.md,4,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab1
2019-01-14T06:06:53Z,uncommented getGreet method and updated readme,2,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab1
2019-01-14T04:57:13Z,Update README.md,4,failed,-1,-1,ae8e7d9c79a141b9266c01d768e1f980,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,ae8e7d9c79a141b9266c01d768e1f980,lab1
2019-01-14T00:03:03Z,Updated README again.,4,passed,2147483647,2147483647,e871cae210949c74230c2931c1543bb2,lab1
2019-01-13T23:56:57Z,Updated README and uncommented hello world line.,6,passed,2147483647,2147483647,e871cae210949c74230c2931c1543bb2,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,e871cae210949c74230c2931c1543bb2,lab1
2019-01-25T05:41:43Z,restart travis,2,passed,2147483647,2147483647,e871cae210949c74230c2931c1543bb2,lab2
2019-01-25T04:18:43Z,Update NetPay.java,59,passed,2147483647,2147483647,e871cae210949c74230c2931c1543bb2,lab2
2019-01-25T00:44:46Z,Update README.md,4,passed,2147483647,2147483647,e871cae210949c74230c2931c1543bb2,lab2
2019-01-25T00:38:05Z,initial push,113,passed,2147483647,2147483647,e871cae210949c74230c2931c1543bb2,lab2
2019-01-12T04:58:22Z,add lab 2 template,400,failed,3,3,e871cae210949c74230c2931c1543bb2,lab2
2019-01-14T01:06:00Z,a summary of the changes,6,passed,2147483647,2147483647,3aaf12b4b35463e704c704b27fb263b2,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,3aaf12b4b35463e704c704b27fb263b2,lab1
2019-01-14T01:42:18Z,Update README.md,2,passed,2147483647,2147483647,14792f6c5c7b9d673dd6b5d9636321f0,lab1
2019-01-14T01:30:13Z,uncomment getGreet method and update readme,4,passed,2147483647,2147483647,14792f6c5c7b9d673dd6b5d9636321f0,lab1
2019-01-14T01:08:11Z,Update README.md,4,failed,-1,-1,14792f6c5c7b9d673dd6b5d9636321f0,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,14792f6c5c7b9d673dd6b5d9636321f0,lab1
2019-01-17T06:54:59Z,Update README.md,4,passed,2147483647,2147483647,a3e7eddb32f7471ea7d21f19b14a144d,lab1
2019-01-17T06:37:03Z,uncomment getGreet method and update readme,6,passed,2147483647,2147483647,a3e7eddb32f7471ea7d21f19b14a144d,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,a3e7eddb32f7471ea7d21f19b14a144d,lab1
2019-01-14T03:30:46Z,Update README.md,2,passed,2147483647,2147483647,42611a4d59ce0d7927147c9483ceccee,lab1
2019-01-14T03:22:49Z,uncomment getGreet method and update readme,6,passed,2147483647,2147483647,42611a4d59ce0d7927147c9483ceccee,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,42611a4d59ce0d7927147c9483ceccee,lab1
2019-01-14T04:54:04Z,Update README.md,4,passed,2147483647,2147483647,66c09193d4c8c2ae29f04f1d0455961b,lab1
2019-01-14T04:40:29Z,uncomment getGreet method and update readme,8,passed,2147483647,2147483647,66c09193d4c8c2ae29f04f1d0455961b,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,66c09193d4c8c2ae29f04f1d0455961b,lab1
2019-01-14T04:49:58Z,Update README.md,2,passed,2147483647,2147483647,09d668b4e1bc5a0892b664613e175e2b,lab1
2019-01-14T04:41:58Z,uncomment getGreet method and update readme.,6,passed,2147483647,2147483647,09d668b4e1bc5a0892b664613e175e2b,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,09d668b4e1bc5a0892b664613e175e2b,lab1
2019-01-15T21:55:38Z,Update README.md,2,passed,2147483647,2147483647,096095de56d8e7b68c88b84bc8ba16b2,lab1
2019-01-15T07:33:55Z,Update README.md,4,passed,2147483647,2147483647,096095de56d8e7b68c88b84bc8ba16b2,lab1
2019-01-15T07:14:58Z,a summary of the changes,6,passed,2147483647,2147483647,096095de56d8e7b68c88b84bc8ba16b2,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,096095de56d8e7b68c88b84bc8ba16b2,lab1
2019-01-17T22:19:22Z,Merge branch 'master' of https://github.com/wwu-csci-145/lab1-Peach-Pie,5,passed,2147483647,2147483647,d169a3523365e3ce8c2697ec4a4824b0,lab1
2019-01-17T22:16:25Z,uncommented line 4 so code prints 'hello world',2,,-1,-1,d169a3523365e3ce8c2697ec4a4824b0,lab1
2019-01-17T22:13:21Z,Update README.md,5,failed,-1,-1,d169a3523365e3ce8c2697ec4a4824b0,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,d169a3523365e3ce8c2697ec4a4824b0,lab1
2019-01-14T21:41:48Z,Update README.md,3,passed,2147483647,2147483647,6493bc43b10c5e31303ef5fc3e25e0a2,lab1
2019-01-14T21:22:31Z,fixed HelloWorld and edited readme.,6,passed,2147483647,2147483647,6493bc43b10c5e31303ef5fc3e25e0a2,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,6493bc43b10c5e31303ef5fc3e25e0a2,lab1
2019-01-25T21:29:24Z,Fixed NetPay so it now asks the user for inputs instead of inputs already hardcoded in.,30,passed,2147483647,2147483647,41ad9a932b975d878a2b0051ccbc57a4,lab2
2019-01-25T20:50:39Z,Finished the method netPay and updated the ReadME.,110,passed,2147483647,2147483647,41ad9a932b975d878a2b0051ccbc57a4,lab2
2019-01-12T05:01:37Z,add template,411,failed,3,3,41ad9a932b975d878a2b0051ccbc57a4,lab2
2019-01-17T23:35:14Z,a summary of the changes,28,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab2
2019-01-17T23:12:27Z,a summary of the changes,24,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab2
2019-01-17T16:10:51Z,a summary of the changes,60,passed,2147483647,2147483647,ae8e7d9c79a141b9266c01d768e1f980,lab2
2019-01-12T05:01:37Z,add template,411,failed,3,3,ae8e7d9c79a141b9266c01d768e1f980,lab2
2019-01-16T22:34:40Z,finished Part II NetPay Upgrade,47,passed,2147483647,2147483647,14792f6c5c7b9d673dd6b5d9636321f0,lab2
2019-01-16T21:13:07Z,finished Part I NetPay,41,failed,3,3,14792f6c5c7b9d673dd6b5d9636321f0,lab2
2019-01-12T04:58:22Z,add lab 2 template,400,failed,3,3,14792f6c5c7b9d673dd6b5d9636321f0,lab2
2019-01-23T23:30:03Z,"main method now accepts input from users, added comments",37,passed,2147483647,2147483647,63717453c62cabdc95b1357180229d83,lab2
2019-01-20T03:28:32Z,again,2,passed,2147483647,2147483647,63717453c62cabdc95b1357180229d83,lab2
2019-01-20T03:26:10Z,updated return value,2,failed,2,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-18T22:50:56Z,restarted,78,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-18T04:50:25Z,Travis pls work,4,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-18T00:07:00Z,testing,1,,-1,-1,63717453c62cabdc95b1357180229d83,lab2
2019-01-17T22:33:51Z,Update README.md,4,canceled,-1,-1,63717453c62cabdc95b1357180229d83,lab2
2019-01-17T22:27:42Z,used the floor function in Math module,12,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-17T21:23:06Z,More Rounding,2,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-17T21:17:45Z,Updated return type for method,10,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-17T20:42:59Z,Hopefully fixed rounding,15,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-17T18:37:48Z,Updated rounding errors,48,failed,1,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-16T23:27:02Z,one more time,2,failed,2,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-16T23:23:50Z,hope this works,2,failed,2,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-16T23:19:58Z,still fixing,1,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-16T21:41:41Z,More Rounding stuff,2,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-16T21:36:54Z,Updated rounding,4,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-16T21:30:37Z,Updated variable rounding,5,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-16T21:18:28Z,"added methods to calculate various taxes and gross and net pay, uncommented",56,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-12T04:58:22Z,add lab 2 template,400,failed,3,3,63717453c62cabdc95b1357180229d83,lab2
2019-01-15T09:17:12Z,uncomment getGreet method and update readme,6,passed,2147483647,2147483647,206ba58fbac531e8e9af60a2cdf687d7,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,206ba58fbac531e8e9af60a2cdf687d7,lab1
2019-01-16T01:31:21Z,uncomment getGreet method and update readme,2,passed,2147483647,2147483647,abef6db0cdffdf4cf5583cc9173589b8,lab1
2019-01-16T01:07:32Z,uncomment getGreet method and update readme,6,passed,2147483647,2147483647,abef6db0cdffdf4cf5583cc9173589b8,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,abef6db0cdffdf4cf5583cc9173589b8,lab1
2019-01-24T17:48:45Z,Added comments to the code,19,passed,2147483647,2147483647,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-24T04:29:40Z,Changed rounding procdure from Decimal.format to Math.round,40,passed,2147483647,2147483647,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-24T04:27:04Z,Changed rounding procdure from Decimal.format to Math.round,2,,-1,-1,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-22T01:41:16Z,Added an option for user input,31,failed,3,3,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-22T01:10:23Z,"Prints out gross pay, deductions, and net pay based on hourly wage, hours worked, and several withholdings",53,failed,3,3,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-22T01:05:00Z,"Prints out gross pay, deductions, and net pay based on hourly wage, hours worked, and several withholdings",1,failed,3,3,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-22T01:00:34Z,"Prints out gross pay, deductions, and net pay based on hourly wage, hours worked, and several withholdings",4,failed,3,3,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-12T05:01:37Z,add template,411,failed,3,3,abef6db0cdffdf4cf5583cc9173589b8,lab2
2019-01-17T20:53:03Z,uncomment getGreet method and update readme,6,passed,2147483647,2147483647,ab822aa43b4f3233eac71b072a7c1a21,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,ab822aa43b4f3233eac71b072a7c1a21,lab1
2019-01-16T18:51:20Z,Update README.md,4,passed,2147483647,2147483647,60a9b2f1b9523c710291cc35b8546c2a,lab1
2019-01-16T18:41:02Z,uncomment getGreet method and update readme.,8,passed,2147483647,2147483647,60a9b2f1b9523c710291cc35b8546c2a,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,60a9b2f1b9523c710291cc35b8546c2a,lab1
2019-01-24T01:39:18Z,Commit the code,5,passed,2147483647,2147483647,3aaf12b4b35463e704c704b27fb263b2,lab2
2019-01-24T01:33:50Z,"User inputs number of hours, also put the math into its own function",32,passed,2147483647,2147483647,3aaf12b4b35463e704c704b27fb263b2,lab2
2019-01-23T20:10:20Z,made NetPay be able to calculate and print correctly,67,passed,2147483647,2147483647,3aaf12b4b35463e704c704b27fb263b2,lab2
2019-01-12T04:58:22Z,add lab 2 template,400,failed,3,3,3aaf12b4b35463e704c704b27fb263b2,lab2
2019-01-17T02:37:36Z,Update README.md,4,passed,2147483647,2147483647,2d299427292671400eea27ff5fe92b5f,lab1
2019-01-17T02:36:12Z,Update HelloWorld.java,2,passed,2147483647,2147483647,2d299427292671400eea27ff5fe92b5f,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,2d299427292671400eea27ff5fe92b5f,lab1
2019-01-19T23:12:39Z,Update NetPay.java,49,passed,2147483647,2147483647,dcb2433644d749fd8d8a162b9477c950,lab2
2019-01-19T22:56:27Z,Update NetPay.java,4,passed,2147483647,2147483647,dcb2433644d749fd8d8a162b9477c950,lab2
2019-01-19T22:52:34Z,Update NetPay.java,6,failed,2,3,dcb2433644d749fd8d8a162b9477c950,lab2
2019-01-16T22:20:48Z,Update NetPay.java,68,failed,2,3,dcb2433644d749fd8d8a162b9477c950,lab2
2019-01-12T04:58:22Z,add lab 2 template,400,failed,3,3,dcb2433644d749fd8d8a162b9477c950,lab2
2019-01-16T18:12:01Z,Update README.md,2,passed,2147483647,2147483647,085d57fe815c1eb67f36507f83441316,lab1
2019-01-16T18:05:55Z,a summary of the changes,6,passed,2147483647,2147483647,085d57fe815c1eb67f36507f83441316,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,085d57fe815c1eb67f36507f83441316,lab1
2019-01-17T21:12:24Z,Update README.md,6,passed,2147483647,2147483647,39ace31e9c8fb5533fd83a34ddf58c7e,lab1
2019-01-17T21:00:12Z,uncomment getGreet method and update readme,2,passed,2147483647,2147483647,39ace31e9c8fb5533fd83a34ddf58c7e,lab1
2019-01-17T20:39:42Z,Update README.md,4,failed,-1,-1,39ace31e9c8fb5533fd83a34ddf58c7e,lab1
2019-01-17T20:17:46Z,Update README.md,4,failed,-1,-1,39ace31e9c8fb5533fd83a34ddf58c7e,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,39ace31e9c8fb5533fd83a34ddf58c7e,lab1
2019-01-21T09:50:16Z,Update ReadMe.md and add Travis Markdown,4,passed,2147483647,2147483647,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T09:45:54Z,Update NetPay.java,36,passed,2147483647,2147483647,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T09:29:52Z,Update NetPay.java,2,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T09:26:10Z,Update NetPay.java,4,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T07:41:57Z,Update NetPay.java,2,canceled,-1,-1,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T07:40:07Z,Update NetPay.java,2,failed,-1,-1,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T07:35:53Z,Update NetPay.java,2,failed,-1,-1,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T06:32:16Z,Update NetPay.java,4,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T06:12:20Z,Update NetPay.java and Format Decimals,15,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T05:49:18Z,Update NetPay.java,10,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-21T05:46:31Z,Update NetPay.java,2,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-18T03:48:18Z,Update NetPay.java,3,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-18T03:44:25Z,Update NetPay.java and take user input,2,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-18T03:32:09Z,Update NetPay.java,2,canceled,-1,-1,0756218966a3de7f262f33b4941be978,lab2
2019-01-18T03:09:38Z,Update NetPay.java to take user input,3,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-18T00:29:04Z,Update NetPay.java to take user inputs,38,canceled,-1,-1,0756218966a3de7f262f33b4941be978,lab2
2019-01-17T21:34:52Z,Update ReadMe and Calculate Net Pay,51,canceled,-1,-1,0756218966a3de7f262f33b4941be978,lab2
2019-01-12T05:01:37Z,add template,411,failed,3,3,0756218966a3de7f262f33b4941be978,lab2
2019-01-16T19:26:59Z,uncomment getGreet method and update readme,6,passed,2147483647,2147483647,ce99cc69182cc1506ee0a60c720fabf3,lab1
2019-01-16T19:22:09Z,uncomment getGreet method and update readme,2,,-1,-1,ce99cc69182cc1506ee0a60c720fabf3,lab1
2019-01-16T19:07:52Z,Update README.md,4,failed,-1,-1,ce99cc69182cc1506ee0a60c720fabf3,lab1
2019-01-16T18:48:04Z,Update README.md,2,canceled,-1,-1,ce99cc69182cc1506ee0a60c720fabf3,lab1
2019-01-16T18:41:34Z,Update README.md,4,failed,-1,-1,ce99cc69182cc1506ee0a60c720fabf3,lab1
2018-12-25T06:38:12Z,lab 1 template,364,failed,-1,-1,ce99cc69182cc1506ee0a60c720fabf3,lab1
2019-01-31T17:57:35Z,Update README.md,2,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
2019-01-31T17:56:41Z,Update README.md,2,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
2019-01-31T17:56:29Z,Update README.md,2,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
2019-01-31T17:55:40Z,Update README.md,2,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
2019-01-31T17:53:58Z,Update README.md,2,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
2019-01-25T01:11:49Z,Update README.md,2,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
2019-01-25T01:11:39Z,Update README.md,2,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
2019-01-24T20:06:21Z,Update NetPay.java,6,passed,2147483647,2147483647,88dbaa988ae1c5f30d8002a8c6a3f6fb,lab2
